id,title,price(USD),building_area(m²),land_area(m²),bedrooms,location
9e0e492602_0.webp,Development Opportunity-Land For Sale,350000,0,7466,,Marlborough
1f6ef50732_0.webp,Ruwa Springvale Stand for Sale,45000,0,1360,,Harare
abc23581c6_0.webp,Luxury Townhouse for Sale,350000,270,500,3,Avondale
134327f268_0.webp,Glenlorne Charming Thatched House for Sale,460000,300,4000,3,Harare
2a39b5a1b5_0.webp,Prime Victoria Falls Apartment For Sale,185000,146,350,2,
bba3597adb_0.webp,Kwekwe Msasa Commercial Property For Sale,550000,800,1100,,Msasa
37bcfe946a_0.webp,A stand for sale,20000,419,513,,
f42791a027_0.webp,Prestigious Borrowdale Home And Lifestyle,1190000,2000,4001,6,Borrowdale
68fb55f09e_0.webp,Newlands Knockout Townhouses - Limited Units Remaining,380000,255,513,3,Newlands
33a306881f_0.webp,"513sqm phase 2 in Arlington East,fully developed with roads,sewer and water",50000,0,513,,Harare
96dd53ee75_0.webp,"Comfort, Luxury  Elegance in Highlands",385000,212,650,5,Highlands
6eae06b62b_0.webp,One of Harares Most Prestigious Complexes,549000,339,4000,4,Harare
b7e674df5e_0.webp,Spitzkop,1400000,20000,30000,2,Harare
81dc2aa0c8_0.webp,Keen Seller,220000,1000,1575,2,Eastlea
c7d715fbe5_0.webp,Farm with Irrigation  Greenhouse in Marondera,130000,8545,8545,,
60b87f3a30_0.webp,Prime Retail Shopping Centre In Mabelreign,1300000,0,500,,Harare
bf4a5dea52_0.webp,Hatfield Investment Property on 5 Acres,650000,5,20000,12,Hatfield
626defb0e2_0.webp,"3-Bedroom Apartment for Sale in Bluffhill, Harare West",160000,400,500,3,Harare
ceae2c633b_0.webp,"Borrowdale, Philadelphia stunning 3-Bedroom Home for Sale",390000,400,4800,3,Harare
dc3b5910ea_0.webp,Aspire Heights Baobab Two Bed Apartments For Sale-1st to 3rd Floor,67000,0,300,2,Harare
8e5e0f0c89_0.webp,Prime Industrial Opportunity.,399000,3100,9630,,
92c387e866_0.webp,300square metre stands Hatcliffe,21000,0,300,,Harare
03bbcf09e1_0.webp,Chinhoi Alaska Farm,900000,77,10720000,,
b5c84ebb28_0.webp,Coronation Flats For Sale.,220000,0,0,3,Greendale
f767728327_0.webp,Stands for Sale,110000,0,1070,,Harare
362fbbb300_0.webp,Neat Townhouse In The Heart Of CBD,220000,694,694,,Bulawayo
73cab22fe7_0.webp,A Rare Golden Opportunity,1400000,500,8094,4,Harare
7080cf9f6b_0.webp,Finish to your own taste,125000,2300,2300,4,Waterfalls
d03f42f17f_0.webp,Brookeridge Estate Land For Sale,590000,0,12000,,Harare
3d54f3400f_0.webp,3-Bed House For Sale In Arlington,175000,500,500,3,Harare
9c6555a881_0.webp,Captivating 3-Bedroom Townhouse for Sale in Emerald Hill,260000,170,700,3,Harare
d73917e535_0.webp,Starter Home in Damofalls Phase 1,65000,180,301,3,
b291540567_0.webp,Beautiful 7-Bedroom Holiday Home Resort,500000,500,2500,7,
33b3da9c90_0.webp,Stands for sale,220000,0,3000,,Mount Pleasant
408f92f6d0_0.webp,Multi Dwelling Estate with Agricultural Infrastructure on 20 Hectares,1300000,3000,200000,5,
21e774d31a_0.webp,Morden and Spacious Home,1400000,550,4000,6,Harare
d6f7466db1_0.webp,Incomple 4 beds on 2000sqm,130000,0,2000,4,Harare
837bdbd3ca_0.webp,Luxury family home,210000,200,647,4,Harare
391e373cb5_0.webp,Glen Lorne Folly Jon,550000,2000,4685,4,Harare
3293131c7e_0.webp,"Elegant  Spacious Dream Home in Borrowdale, Also suitable for Offices",900000,1300,4386,5,Borrowdale
3344d80840_0.webp,"Secure, Sustainable  Serene Living",285000,197,500,3,Harare
d465546101_0.webp,Prime Commercial Land in Arlington 5012 m² with Seke Road Frontage,451000,0,5012,,Harare
0d25f3e004_0.webp,"Residential Stands for sale in Bulawayo, Eloana Brooke",180000,800,6000,,Bulawayo
08f8f9855f_0.webp,Grand Family Residence with Cottage on 4047sqm,420000,600,10886,5,Mount Pleasant
ebff5b6c05_0.webp,Neat Double Storey House on Borrowdale Brooke Drive near Blue Roof,395000,400,2548,2,Borrowdale
6a30f47299_0.webp,Living Amongst The Msasas With Beautiful Views,380000,0,10886,,Msasa
c40a0dc7ac_0.webp,Commerical Property For Sale in Kelvin North,190000,1600,1600,,Bulawayo
9cd1895515_0.webp,Spacious 7Th Fl Penthouse Apartment - Northfields,600000,1,1,4,Harare
e9b884750a_0.webp,4-Bedroom Home in Houghton Park For Sale,105000,690,690,4,Harare
c2cdbbf91f_0.webp,Prime 16 sqm Retail Space for Sale on Second Floor,42000,16,520,,Harare
b4caeb7ad8_0.webp,CBD - Office Complex - Fully-Tenanted Turnkey Commercial Investment,350000,494,694,,Bulawayo
7d89f09c82_0.webp,Modern and newly built luxurious house for sale,590000,350,1395,4,Harare
c88ac194c7_0.webp,Borrowdale Brooke - $300 000,300000,5603,5603,,Borrowdale
89c085004c_0.webp,Prime 10ha Agro-Residential Plot For Sale In Ruwa,350000,0,100000,,Harare
8e0c357098_0.webp,Borrowdale Land For Sale,4200000,0,17000,,Borrowdale
4520f12527_0.webp,Borrowdale Hogerty Hill Merrydown Estate,150000,700,2300,6,Borrowdale
ab2a003f18_0.webp,Manresa $60 000,60000,2058,2058,,Harare
3374ecc031_0.webp,Escape To The Country,171150,0,16300,,Harare
799a9aa6e9_0.webp,Stylish  Secure 3-Bedroom Home  Greendale Athlone,220000,350,450,3,Greendale
fcd14bb7dc_0.webp,Prime Commercial Land For Sale In Avenues,490000,0,920,,Harare
c18919880e_0.webp,Groombridge town house for sale,230000,300,500,3,Harare
f42e0cfaa8_0.webp,1900s HOME IN POPULAR AVONDALE,1300000,276,4409,2,Avondale
5e30fd7bc6_0.webp,A Developers Dream. Land With Huge Potential,1000000,168,8190,3,Harare
7e430d0de8_0.webp,"Modern, Secure And Great Investment",235000,168,499,3,Greendale
7d5aad6893_0.webp,Cranborne House for sale.,120000,450,714,3,Harare
4b964d1bde_0.webp,Immaculate Home In The Upmarket Suburb Of Gunhill,665000,1,3754,4,Harare
9962da4cb1_0.webp,Neat Family home,90000,220,450,3,Harare
8a47287bd4_0.webp,"Reduced Price To Go  Fuel Depot for Sale in Belmont, Bulawayo",850000,1000,8412,,Bulawayo
ce3d9e601d_0.webp,Partialy Built House for Sale,90000,400,1000,4,Harare
59805f8648_0.webp,Prime Development Opportunity  Original Farmhouse On 3 Acres,1500000,400,12141,6,Avondale
2459508a05_0.webp,Looking for a depot for long distance haulage or offices,490000,3800,3800,,
775a98699c_0.webp,Prime located Family House in Khumalo Quiet Area High Demand,150000,160,2632,4,Khumalo
c20c380dd7_0.webp,House For Sale In Arcadia,90000,250,678,3,Harare
3766ce9c4e_0.webp,Work-Ready Industrial Site- Perfect for Expansion or Investment.,400000,1245,3394,,Bulawayo
8d09029179_0.webp,"Newly built Arlington Cluster property,3 beds main ensuite,borehole, swimming pool",200000,185,647,3,Harare
f041614e49_0.webp,Upper Rangemore Opportunity.,6000,200,200,,Bulawayo
fbdaea7153_0.webp,Prime Flat Vacant Stands for Sale  Ready to Build,158000,0,2629,,Harare
3bd3719554_0.webp,Prime 300 m² Stand for Sale in Nyabira - Your Dream Home Awaits,17000,0,300,,
5b04ef422f_0.webp,Spacious 7Th Floor Apartment - Northfields,600000,1,2000,3,Harare
de46801b63_0.webp,Beautifully Fitted 4 Bedroomed Family Home,580000,1500,4047,4,Mount Pleasant
51f21e3166_0.webp,Stand for sale in Carrick Creagh,135000,0,1900,,Harare
1d2c6d0dbd_0.webp,"Prime 1500 m² Land in Sandton Park, Harare West  Your Dream Awaits",36000,0,1500,,Harare
5c55031ebd_0.webp,Extremely Beautiful,145000,200,400,4,
b683ddb50d_0.webp,Great Starter Home for Sale,90000,500,1300,4,Harare
5ce4d443e9_0.webp,Prime Commercial Stand in Eastlea Measuring 9 959 m²,1000000,200,9959,2,Harare
36395accf5_0.webp,Where Dreams Come Home Your Mt Pleasant Heights Sanctuary Awaits,370000,200,2240,4,Mt Pleasant
e60575c89c_0.webp,Kambanji stand for sale -160k,160000,0,4000,,Harare
96aab2ec31_0.webp,"For Sale 8-Roomed House  Pelandaba, Bulawayo",25000,150,300,8,Bulawayo
a2d949c919_0.webp,Mvuma Orangia,70000,0,150000,,
ac403e70c1_0.webp,Family Haven 3-Bedroom Cluster House in Prime Location,130000,200,300,3,Marlborough
4a066189b4_0.webp,Commercial industrial stand for sale,100000,0,2300,,Harare
b323261c1c_0.webp,New on the market,85000,180,375,3,Harare
8a5838e0be_0.webp,Charming 2 Bedroom Flat in the Avenues,73000,55,892,2,Harare
06e48e12f3_0.webp,Prime 540m² Residential Stands in Arlington phase 1 private gated community Harare South,55000,0,540,,Harare
9e16743440_0.webp,Prime land for sale in Gletwin Park,173000,0,3445,,Harare
b93820faa9_0.webp,A Big Residential Stand,185000,6000,6000,,Harare
bbceee97f1_0.webp,Eastlea Samora Machel commercial property for sale,690000,800,2336,,Eastlea
58f56c18bc_0.webp,Spacious Land And Comfortable Living,120000,450,10158,3,Bulawayo
aff29879a8_0.webp,Value for money,700000,0,12000,,Harare
a20e08d25a_0.webp,Ruwa,45000,300,450,5,Harare
719e4850a7_0.webp,"Prime 2000m² Residential Land in Mt Pleasant Heights, Phase 1, Harare",92000,0,2000,,Mt Pleasant
4047e360fc_0.webp,Prime Commercial Property for Sale,800000,656,656,,Harare
2d6fe54a02_0.webp,Price Reduction - Make An Offer -Ready For Development,650000,0,65964,4785,Msasa
d6fb0621cd_0.webp,Vacant land for sale,650000,0,10450,,Harare
6b47c1ae9b_0.webp,Affordable Apartments In Harare North,160000,89,4000,2,Harare
76fe4d72d9_0.webp,"Spacious 3 Bed Cottage on 2200 m² in Galloway, Norton For sale",45000,2200,2200,3,
ea3dcc0cc5_0.webp,Industrial property for sale,700000,902,5317,2,Mt Pleasant
984e2c3319_0.webp,Architecturally Designed Double Storey Home in Carrick Creagh Estate,650000,902,2000,5,Harare
f7077e224f_0.webp,glenlorn prime land,260000,0,4200,,Harare
3899813f29_0.webp,PHILADELPHIA - $300k,300000,0,6000,,Harare
96fd22aca1_0.webp,"Boulders Estate,Ruwa  Residential Grandeur",62510,2113,6170,,
c93b97ed60_0.webp,Modern Luxury 4-Bedroom Home for Sale in Pomona,590000,350,1395,4,Harare
23ee447de6_0.webp,Investment Opportunity in Greendale,390000,380,6170,2,Greendale
ee7cb7aa51_0.webp,A Tranquil Haven with Extensive Amenities and Garden Oasis,310000,1900,4097,4,Bulawayo
b34e4d886a_0.webp,4-Bedroom House for Sale in Mabvazuva Estate,100000,200,703,4,
1c50e9f969_0.webp,Prime Mt Pleasant Heights Stand,100000,1900,1900,,Mt Pleasant
3c3150b37b_0.webp,House for sale,50000,120,300,5,Harare
b0b3fd57e1_0.webp,Luxury Family Home with Pool in Suburban Mount Pleasant,570000,450,4860,4,Mount Pleasant
0cb38daff9_0.webp,"1-Hectare Commercial Land in Eastlea, Harare East",1000000,0,10000,,Eastlea
6061e40644_0.webp,Agro Plot Lodge Tranquil Haven In Nyanga,650000,0,330000,2,
a1c5b5eefc_0.webp,Extremely Neat,348000,400,400,4,Highlands
09ac41b24a_0.webp,Stunning New 4 Bedroom Townhouse Development on Kent Road,425000,317,558,4,Highlands
4db4f298ba_0.webp,Morninside House for sale,125000,1500,3000,4,Bulawayo
1f39aab6b9_0.webp,"EASTLEA FLAT, Specious One Bedroomed Flat, Lounge, Kitchen, Title Deeds",55000,0,0,1,EASTLEA
8acd3285e4_0.webp,"Spacious 2-Bedroom Apartment with Versatile Layout for sale in Upper Avenues, Harare",120000,0,0,2,Harare
5c9799f61c_0.webp,"Spacious 3-Bedroom Home with Pool in Bulawayo East Suburbs, Fortunesgate",280000,200,2000,3,Bulawayo
89448ed183_0.webp,Spacious Family Home,125000,1,1626,3,Bulawayo
941c3c5680_0.webp,4-Bed Home needing TLC in Mount Pleasant with Pool  Borehole,390000,500,4065,4,Mount Pleasant
9fdb97c25d_0.webp,The Grange,350000,500,2280,4,Marlborough
78612c1a38_0.webp,Fresh Prestigious Residential Stands  Discounts for full payment - Minimal Terms ,62500,0,1250,,Mt Pleasant
1fd84a1b18_0.webp,Exclusive 4-Bed Townhouse with Borehole in Carrick Creagh,250000,600,962,4,Harare
80f4e2f604_0.webp,Double Storey,150000,300,400,,Harare
cab3b90741_0.webp,Your ideal property,100000,450,962,3,Harare
4fcf048e64_0.webp,Glaudina,80000,220,600,3,Harare
40e725b845_0.webp,New Upcoming Housing Project,16000,0,300,,
de17aa7599_0.webp,Great Investment Opportunity,450000,4000,5000,,Harare
1822e59c36_0.webp,Super Starter Pack Offering Oodles of Opportunities,300000,175,4048,3,Greendale
f2edb67403_0.webp,Newlands Cluster Apartment,90000,200,21200,2,Newlands
f04c9341be_0.webp,Apartment Model 4,66000,105,105,2,Harare
7ff428ef94_0.webp,Spacious 3 Bedroom Property in Chisipite,480000,200,1000,3,Harare
df71b3c2b3_0.webp,5-Bed 4-Bath Borrowdale Brooke Home For Sale,1950000,400,5063,5,Borrowdale
91b6627b83_0.webp,An Unmatched Investment Opportunity in Prime Location of Mount Pleasant,3000000,1000,27100,1,Mt Pleasant
63d2ee8e43_0.webp,Emganwini Valley Medium Residential Stands for Sale,18000,0,600,,Bulawayo
ec8af1a33f_0.webp,Carrick CREAGH Stand for Sale,140000,0,2000,,Harare
3df7b9b28b_0.webp,Executive Townhouse in Borrowdale Brooke Along Crowhill Road,750000,850,1660,7,Borrowdale
18129f932a_0.webp,Investment Opportunity,1000000,200000,200000,,Harare
,Morden Luxury Living,280000,170,3000,3,The Grange
5957f8e8de_0.webp,A Rare Find 2-in-1 Apartment in Marlborough,220000,270,350,6,Marlborough
,Newly built house in Marimba IDBZ Project,95000,180,450,4,Harare
734f87d846_0.webp,Spacious 12-Bedroom Home with Borehole in Mount Pleasant Heights,280000,625,1500,12,Mount Pleasant
7dc51deff1_0.webp,"Borrowdales Finest- Neat, Solid and Modern On Show",470000,440,2200,2,Bulawayo
cad45c8afd_0.webp,Polished  Sophisticated,149000,812,2167,3,Bulawayo
bc9b639d04_0.webp,Greystone Park  Double-Storey Home on 1 Acre,680000,800,4047,7,Greystone Park
7a4da29a23_0.webp,Well Maintained 4 Bedroom Home,410000,300,2167,4,Alexandra Park
11a5539723_0.webp,Spacious 2 Bedroomed Unit Nestled In Quinnington,180000,95,150,2,Harare
34709043ce_0.webp,"Prime 12,000 m² Arable Farm Land in Selous - Ideal Investment Opportunity",75000,0,12000,,Harare
7864b332d1_0.webp,Highland,350000,350,500,3,Highlands
e891ae6cd4_0.webp,Spitzkop Vacant Residential Stand for Sale,11000,300,300,,Harare
f6a13aaad9_0.webp,"Stunning 4-Bedroom House with Borehole in Mabvazuva, Ruwa",115000,198,400,4,
b54070a37b_0.webp,Agro-Residential Plot for Sale,55000,0,16500,,
19f1de28d7_0.webp,Unrivalled Views And Location On Carrick Creagh,420000,600,3942,6,Harare
acd67eedcd_0.webp,High Density Residential Home - Cowdray Park  Byo,28000,200,200,4,High Density
48bd6fbda4_0.webp,Beatrice Agro-Commercial land for sale,150000,0,100000,,Harare
9620002bb7_0.webp,Bloomingdale home for sale,115000,200,450,4,Harare
5299252db0_0.webp,Strategic Property for Sale on Mutare Road,1100000,2000,60000,,Harare
90891aca5e_0.webp,Industrial Property Located in Kelvin West,135000,0,2800,,Bulawayo
f39e2d2c8a_0.webp,Warren Park House for Sale,60000,250,312,5,Warren Park
b51f4f2c31_0.webp,Attention farmers,430000,60000,60000,3,Harare
93a4379922_0.webp,"Industrial Warehouse for sale in Donnington, Bulawayo",600000,9016,9016,,Bulawayo
fd7c636dd3_0.webp,Waterland - Corner Property - Investors Gem,1900000,0,65900,,
b5a32be58e_0.webp,Great Investment Potential,290000,0,7200,,Borrowdale
ae07d23bf4_0.webp,4 Bedroomed House for Sale in Zimre Park,110000,300,540,4,Harare
ce6ea261f2_0.webp,Family Apartment On Coronation,130000,300,30000,2,Harare
115e81d75a_0.webp,"Prime 3 Ha Stand For Sale  Borrowdale, Harare",6000000,0,30000,,Borrowdale
b40a0a9091_0.webp,"Boulders Estate, Ruwa  Residential Grandeur",65380,1500,2210,,
eedbe38cb7_0.webp,Prime land with sewer connection - suitable for development of flats by special consent,220000,5051,5051,,Harare
9ed75773f0_0.webp,Finish To Your Own Taste,360000,850,1500,6,The Grange
5ff8fdeb5f_0.webp,Magnificent Modern Home,650000,4400,4400,10,Harare
fb1236c955_0.webp,Sophisticated Living,1700000,904,3444,4,Harare
ffe096ed22_0.webp,Modern Duplex Townhouse For Sale,220000,0,0,3,Avondale
ea428a298e_0.webp,"3 Bed, 2 Bath Townhouse Complex in Pomona, Harare",230000,168,278,3,Harare
3023ea951a_0.webp,"Zimre Park Gem ,Versatile Double-Storey Home with Cottage  Staff Quarters.",150000,1000,1000,5,Harare
5c4392c653_0.webp,Move-In Ready Modern Townhouses,240000,150,420,3,Harare
8f9d4c69ec_0.webp,Prime property in Newlands for Commercial,1250000,600,4063,8,Newlands
4f0d3732e3_0.webp,Exquisite 3 Bed Cluster in Greendale  Choice of 2 ,145000,150,200,3,Greendale
a8009262c1_0.webp,Hoggerty Hill Stand,110000,0,2000,,Harare
06e4bad451_0.webp,Prime Commercial Property for Sale in Bindura,550000,3.2,500,,
9532bfb815_0.webp,Exceptional Land For Sale in Glenforest,4000000,41.76,417600,,Harare
74a9080702_0.webp,A large commercial property,600000,1,1888,,Bulawayo
ce8404da78_0.webp,Neat modern Flat,65000,0,100,2,Harare
4220ff70a2_0.webp,"Four Bed House For Sale, Haydon Park, Harare",165000,450,800,4,Harare
d42770fab9_0.webp,Newly Built 3 Bedrooms,98500,180,240,3,Harare
f821919ac7_0.webp,Reduced to Go BeatriceFeatherstone Farm For Sale 140 Hectares,300000,0,1400000,,Harare
fba0eaf774_0.webp,Lodge for sale in The Chimanimani Mountains,375000,8922,8922,,
ee91a428f5_0.webp,Industrial Stands for Sale,397000,0,4222,,Harare
8543b010dc_0.webp,Strathaven  Off Plan Duplex Cluster Homes,165000,0,500,3,Harare
0c011945b5_0.webp,4.4 Hectares Agro Land 60km from Harare,150000,4.4,44000,,Harare
b27e41e932_0.webp,"3-Bed Townhouse in Greendale North, Harare, with Boreholevacant",250000,210,500,3,Greendale
9f0bd1e091_0.webp,Unlock The Potential Of This Multi-Use Property,305000,380,5040,4,Hillside
c2680b43f9_0.webp,"9121m² Commercial Property in Karoi, Mashonaland West with Borehole",550000,1611,9121,,
9068dbbd24_0.webp,Commercial Property for Sale along Seke road,850000,0,11800,,
517b7841ee_0.webp,Bluffhill,450000,3000,3300,,Harare
8733eebe31_0.webp,Ruwa Commercial Plot For Sale,1500000,0,390000,,Harare
c9cd3b43a9_0.webp,3 Bedroom House for Sale in Zimre Park,110000,290,540,3,Harare
4ac714397e_0.webp,2058sqm Stand For Sale In Manresa,60000,0,2058,,Harare
671e2077ce_0.webp,Tynwald Falcon estate house for sale,150000,350,570,4,Harare
8f9348858c_0.webp,Prime Commercial Land for Sale with Masvingo Road Frontage,1000000,17000,17000,,Harare
2599c36088_0.webp,Prime Residential Stand in Gletwin Park - 4250 m² of Potential,145000,4250,4250,,Harare
db1c63f71f_0.webp,Harare North Stand with Title Deed,320000,0,4000,,Harare
b1a0d9cbcc_0.webp,Stunning Cluster Development in Quinnington with Pool  Borehole,300000,211,500,4,Borrowdale
d4f8107a5d_0.webp,Prime Investment Opportunity in Helensvale,1400000,2000,12000,6,Harare
0b8400e6d2_0.webp,Newly Built Incomplete 2 Bed Cottage,90000,100,800,2,Harare
e4b10420bf_0.webp,A Boutique Lifestyle Development,370000,199,600,3,Borrowdale
2c329b8ac4_0.webp,New On The Market - Sole Mandate - Ideal For OfficesResidential,450000,4057,32500,4,Mount Pleasant
3d4b0d6dcd_0.webp,Prime Industrial Land For sale in Reinham,230000,0,16000,,Harare
6e52333ba1_0.webp,Upmarket 3 Bed Townhouse For Sale In Greendale,320000,500,32500,3,Greendale
bc0a201fde_0.webp,Westgate house for sale,165000,550,4047,5,Harare
34e187162e_0.webp,Cluster House for Sale in Greendale,300000,200,400,4,Greendale
bb64058f36_0.webp,A spacious 4bedroomed family home for sale in Greendale,350000,120,4300,5,Greendale
440efb55e9_0.webp,"Modern 4-Bedroom Haven in Mabvazuva, Ruwa",110000,260,400,4,
f0df6909c2_0.webp,"Prime 800sqm Residential Land for Sale in Ruwa, Mashonaland East",26000,0,800,,
cb6f518d6f_0.webp,Crowhill Views near Dam,20000,0,1000,,Harare
cbff898d31_0.webp,"Prime 15.2-Acre Land in Kadoma, Mashonaland West",800000,0,61512,,Harare
db8d9aaafb_0.webp,Cluster Stands with beautiful views,130000,0,2000,,Harare
dc3bdbebd0_0.webp,Your ideal property,100000,100,150,3,Harare
38c0012798_0.webp,Incomplete mansion for sale in Gumtree,350000,1000,89031,7,Bulawayo
7faa737a33_0.webp,Famona House for sale,125000,1821,1821,3,Bulawayo
f2550495ab_0.webp,"Prime 3,441sqm Stand For Sale In Gletwin",172050,0,3441,,Harare
83631d105e_0.webp,Strathaven House For Sale,260000,1700,1700,4,Harare
9b9b504ccd_0.webp,Half an acre plot with an old double storey house and a 3 beds cottage For Sale,225000,2000,2000,3,Harare
ffced4676d_0.webp,"Prime 1070 m² Land for Sale in Nyeredzi Ridge, Harare North",110000,0,1070,,Harare
71c78d9f23_0.webp,Acturus plot for sale,85000,3,12000,3,
fdac0a9e88_0.webp,A neat gardern flat,135000,0,2000,2,Avondale
f9de4d863d_0.webp,Beautiful Oasis In Eastlea,350000,400,1555,5,Eastlea
c1dac3ddf5_0.webp,New Hogerty Hill Property,80000,350,2000,3,Harare
10ea9726b0_0.webp,Prime Commercial Property for Sale,1000000,892,892,,Harare
af87012961_0.webp,"Elegant 6-Bedroom Home for Sale in Philadelphia, Borrowdale",410000,300,3000,6,Harare
51ae4edb14_0.webp,A choice of 4 residential vacant stands is available,36000,0,1200,,Harare
28b053bcb8_0.webp,Ironstone Industrial Park,190000,0,2500,,Harare
41811cb524_0.webp,3 bedroomed Family Home,240000,240,640,3,Harare
8b02ec6b88_0.webp,Residential house for sale,70000,150,240,4,Harare
a4491a305d_0.webp,Beatrice Commercial Property,375000,2000,28900,,Harare
7dbcaa8046_0.webp,Double Storey Executive Home,420000,600,6311,6,
8b000078ca_0.webp,Manningdale Plot for sale,60000,2000,14500,,Bulawayo
4f0061af6a_0.webp,Home With A Cottage In Quiet Close,275000,1,4053,4,Marlborough
ca512ecdef_0.webp,Residential Land for Sale in Greystone Park,480000,200,6725,3,Harare
6d1793589e_0.webp,Fixer Upper,300000,500,4000,6,Greendale
26b4fbf434_0.webp,Granary house for sale,45000,200,300,5,Harare
9792a4160e_0.webp,Borrowdale Hogerty Hill Merrydown Estate,55000,0,2300,,Borrowdale
0dc2f7e480_0.webp,Commercial Property for sale,75000,300,1500,,Harare
ec0a37b16e_0.webp,Nyanga Holiday Home for Sale,200000,100,44900,,
739ed10ad9_0.webp,"Head Office or Home, Discover Your Dream Property in Newlands",995000,600,7783,6,Newlands
81bfbd9d08_0.webp,Charming 1-Bedroom Flat in Harare CBDYour Urban Retreat Awaits,55000,0,0,1,Harare
d82007ee64_0.webp,Lakeview Park Residential Stands 1250sqm-2000sqm,43750,1250,1250,,Harare
19d61ed64a_0.webp,Aspire Heights Baobab Two Bed Apartments For Sale- Ground Floor Type B,75000,0,15000,2,Harare
4508bee384_0.webp,Luxurious 6-Bedroom Double-Story House for Sale in Glen Lorne,550000,440,4685,6,Harare
638d5c8f94_0.webp,"Charming Stone Under Thatch Holiday Home, Nyanga",245000,1200,15000,2,Highlands
02c0278bca_0.webp,"Arlington East private gated residential complex measuring 623sqm with approved plan,fully serviced",55000,500,500,,Harare
ba497ba4dd_0.webp,Exclusive Modern Compound for Sale in Cold Comfort  4-Bed Main House  2-Bed Cottage ,185000,700,1200,4,Harare
4844e4c3ec_0.webp,Grand Gletwyn Gem  Expansive 3700sqm Stand,180000,340,3700,6,Harare
03a0909fd4_0.webp,Breath takingly Beautiful,499000,0,330000,,Harare
e871b6275d_0.webp,Property for Sale in New Marlborough,215000,340,2500,5,Marlborough
7767ce3b5c_0.webp,Price Redution - Great Opportunity For Development,650000,16.3,65526,,
d8f5358e1b_0.webp,"3-Bedroom House for Sale in Haig Park, Harare",149000,1071,10000,3,Harare
edf6912598_0.webp,Modern 3-Bedroom Duplex Flat for Sale,160000,0,6330,3,Harare
06e80a96ba_0.webp,"1 Hectare Land for Sale in Kensington, Bulawayo East",32000,0,10000,,Bulawayo
d72bee7f10_0.webp,Stunning Glenlorne Family Home,650000,700,6330,6,Harare
6623c8e53e_0.webp,"Spacious 5-Bed Townhouse in Twinlakes with Electric Gate , Prime area which can be turned into comme",120000,250,2091,5,
e714f0512f_0.webp,"Spacious 5-Bedroom Family Home with Borehole in Mabelreign, Maranatha Park ,Harare",145000,800,800,5,Harare
01ab56b2cf_0.webp,"House for Sale in Crowhill Views, Harare North",50000,240,1000,3,Harare
44218352d3_0.webp,Luxury Living with Solar  Borehole.,225000,900,1300,4,Mt Pleasant
5e7261518c_0.webp,Build your dream home,66000,200,2200,2,Harare
f0ace22041_0.webp,Shawasha Hills - $320k,320000,10000,10000,4,Harare
a187d10660_0.webp,Stand for Sale,30000,0,2000,,
1a07c5d668_0.webp,Investment,200000,0,3800,,Waterfalls
c06cea8e28_0.webp,PRICE REDUCTIONQuaint Corner Home-Renovators Gem On Large Stand,170000,150,2618,3,Harare
83515db853_0.webp,"Prime Development Land  Harare Drive, Rolf Valley",9000000,0,66328,,Harare
5670ff0916_0.webp,"Newly Built, Modern House",1500000,400,1300,5,Borrowdale
144e4de76d_0.webp,"Prime Warehouse  Factory Space For Sale in RUWA, Harare",2700000,18000,41000,,Harare
15ff08df54_0.webp,Agro-Residential Plots In Inyanga,40000,0,20000,,
11028b647b_0.webp,Prime Bulawayo CBD Retail Shop with 573m² Land  Borehole for Sale,1250000,0,573,,Bulawayo
8e4b84804a_0.webp,"Great area, excellent value",95000,20,3905,2,Harare
1cd4c4340a_0.webp,Elegant Brand New 5 Bedroom Home,390000,300,2006,5,Harare
57c1398566_0.webp,Belgravia House For Sale,780000,3905,3905,4,Harare
db0e37e671_0.webp,Aspindale industrial stand,210000,0,6000,,Harare
24796d3553_0.webp,Residentialstand For Sale,20000,0,300,,Harare
6e1357ed5f_0.webp,Prime Land For Sale In Borrowdale Brooke,1500000,0,59100,,Borrowdale
ee10546911_0.webp,Finish To Your Wn Taste,26000,546,546,4,
4e605f679c_0.webp,2 in 1 Double-Story Home For Sale In Chisipite,1500000,1800,6000,4,Harare
092cbcaf24_0.webp,Bulawayo Belmont Industrial Stand For Sale,360000,0,7384,,Bulawayo
a11866ee4c_0.webp,Mandara stand for sale,125000,0,1800,,Harare
c32a67c984_0.webp,Build your dream home Helensvale Residential Stand for Sale,280000,0,3381,,Harare
582308655a_0.webp,Incomplete Double Storey House For Sale Mount Pleasant Heights,230000,400,2089,4,Mount Pleasant
34ac6c2e20_0.webp,"Stunning Property Near 2nd Street Ext ,Old Marlbrough",350000,320,4680,3,Marlborough
4fbd31ba62_0.webp,Prime Commercial Industrial Property for Sale in Willowvale,550000,2300,2300,,Harare
f4a8154756_0.webp,Prime Commercial Property for Sale in Harare CBD with Borehole,700000,209,1784,,Harare
44f3c7eaef_0.webp,Gletwin Park,155000,180,3440,3,Marlborough
bdad1b29f5_0.webp,Prime 229m² Stand in Greystone Park with Borehole,65000,0,229,,Greystone Park
24d16c980e_0.webp,"Prime Warehouse  Factory for Sale in Old Windsor Industrial, Ruwa",270000,400,2006,31,
24cc8163aa_0.webp,Residential Land For Sale,35000,0,1000,,Harare
